Universitas,Prodi,Rank,text
universitas tama jagakarsa,manajemen,999.0,management
universitas katolik darma cendika,arsitektur,999.0,architecture
universitas muhammadiyah ponorogo,ekonomi pembangunan,999.0,economic development
universitas 17 agustus 1945 cirebon,ilmu administrasi niaga,999.0,Commerce Administration Science
institut agama islam negeri ponorogo,hukum ekonomi syariah,999.0,Islamic economic law
sekolah tinggi ilmu ekonomi pelita nusantara,akuntansi,999.0,accountancy
universitas widya dharma,pendidikan pancasila dan kewarganegaraan,999.0,Pancasila and civic education
universitas widya dharma,akuntansi,999.0,accountancy
universitas pakuan,teknik geologi,999.0,Technique Geology
universitas muhammadiyah luwuk banggai,ilmu komunikasi,999.0,Communication Studies
sekolah tinggi ilmu ekonomi pelita nusantara,manajemen,999.0,management
akademi sekretari marsudirini santa maria,sekretari,999.0,secretariat
sekolah tinggi filsafat theologi s nusantara,ilmu teologi,999.0,Theology
ikip saraswati,pendidikan sejarah,999.0,Historical Education
universitas negeri makassar,pendidikan kimia,999.0,Chemical education
universitas riau kepulauan,pendidikan matematika,999.0,Mathematics education
universitas riau kepulauan,pendidikan sejarah,999.0,Historical Education
universitas riau kepulauan,akuntansi,999.0,accountancy
universitas lambung mangkurat,budidaya perairan,999.0,aquaculture
universitas palangka raya,manajemen pendidikan,999.0,Educational management
universitas muhammadiyah maluku utara,teknik pertambangan,999.0,mining Engineering
universitas klabat,sistem informasi,999.0,information Systems
universitas wijaya kusuma surabaya,sosiologi,999.0,sociology
universitas muhammadiyah kupang,sosiologi,999.0,sociology
universitas nahdlatul wathan mataram,pendidikan agama islam,999.0,Islamic Religious Education
sekolah tinggi ilmu ekonomi nobel indonesia makassar,akuntansi,999.0,accountancy
universitas islam negeri alauddin makassar,jurnalistik,999.0,journalism
politeknik negeri lampung,mekanisasi pertanian,999.0,agricultural mechanization
universitas lampung,keuangan dan perbankan,999.0,finance and banking
politeknik tedc,teknik informatika,999.0,Informatics Engineering
universitas islam darul ulum,pendidikan bahasa inggris,999.0,English language education
universitas hkbp nommensen,agroteknologi,999.0,agrotechnology
sekolah tinggi agama islam al musaddadiyah garut,muamalat,999.0,muamalat
universitas galuh ciamis,pendidikan bahasa inggris,999.0,English language education
universitas majalengka,pendidikan bahasa dan sastra indonesia,999.0,Indonesian language and literature education
universitas pamulang,ilmu hukum,999.0,Legal studies
universitas pendidikan indonesia,manajemen pemasaran pariwisata,17.0,Tourism Marketing Management
universitas esa unggul,akuntansi,999.0,accountancy
institut agama islam negeri bengkulu,ahwal alsyakhshiyah,999.0,Ahwal Alsyakhshiyah
universitas bandar lampung,pendidikan bahasa inggris,999.0,English language education
universitas muhammadiyah lampung,psikologi,999.0,psychology
universitas sang bumi ruwa jurai,manajemen,999.0,management
universitas sriwijaya,pendidikan jasmani,999.0,physical education
institut ilmu sosial dan ilmu politik jakarta,ilmu politik,999.0,Political Science
sekolah tinggi agama islam diponegoro tulungagung,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
sekolah tinggi agama islam madiun jawa timur,pendidikan agama islam,999.0,Islamic Religious Education
sekolah tinggi agama islam maarif magetan,pendidikan agama islam,999.0,Islamic Religious Education
universitas brawijaya,pendidikan bahasa jepang,9.0,Japanese language education
universitas dr soetomo,budidaya perairan,999.0,aquaculture
universitas islam darul ulum,ilmu politik,999.0,Political Science
universitas mochammad sroedji,ekonomi pembangunan,999.0,economic development
universitas mochammad sroedji,ilmu hukum,999.0,Legal studies
universitas pembangunan nasional veteran jawa timur,agroteknologi,999.0,agrotechnology
universitas slamet riyadi,teknologi hasil pertanian,999.0,Agricultural Product Technology
institut agama islam imam ghozali cilacap,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
sekolah tinggi islam kendal,pendidikan agama islam,999.0,Islamic Religious Education
sekolah tinggi teologi intheos surakarta,pendidikan agama kristen,999.0,Christian Religious Education
institut agama islam tazkia,akuntansi syariah,999.0,Sharia Accounting
universitas bina sarana informatika,sistem informasi akuntansi kampus kota surakarta,999.0,Surakarta City Campus Accounting Information System
universitas bina sarana informatika,sistem informasi kampus kota sukabumi,999.0,Sukabumi City Campus Information System
institut agama islam bakti negara tegal,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
politeknik elbajo commodus,perhotelan,999.0,hospitality
politeknik elbajo commodus,pengelolaan perhotelan,999.0,Hospitality management
universitas sultan ageng tirtayasa,pendidikan ilmu pengetahuan alam,999.0,NATURAL SCIENCE EDUCATION
universitas wanita internasional,ilmu politik,999.0,Political Science
universitas islam negeri sultan syarif kasim,akuntansi,999.0,accountancy
universitas maritim raja ali haji,pendidikan biologi,999.0,Biology Education
institut kesenian jakarta lpkj,etnomusikologi,999.0,ethnomusicology
universitas nasional pasim,manajemen,999.0,management
universitas siliwangi,teknik elektro,999.0,electrical Engineering
universitas jenderal achmad yani,teknik mesin,999.0,mechanical Engineering
universitas jambi,ilmu politik,999.0,Political Science
stkip muhammadiyah muara bungo,pendidikan bahasa inggris,999.0,English language education
stmik bina patria,teknik informatika,999.0,Informatics Engineering
politeknik enjinering indorama,teknik mesin,999.0,mechanical Engineering
universitas veteran bangun nusantara,manajemen,999.0,management
politeknik negeri jember,keteknikan pertanian,999.0,agricultural engineering
universitas yudharta pasuruan,teknik industri,999.0,industrial Engineering
universitas dehasen bengkulu,ilmu administrasi publik,999.0,Public Administration Science
sekolah tinggi teknologi bontang,teknik informatika,999.0,Informatics Engineering
stkip nias selatan,pendidikan ekonomi,999.0,Economic Education
universitas negeri medan,teknik sipil,999.0,civil Engineering
universitas flores,pendidikan bahasa dan sastra indonesia,999.0,Indonesian language and literature education
universitas surakarta,teknik informatika,999.0,Informatics Engineering
universitas informatika dan bisnis indonesia,akuntansi,999.0,accountancy
akademi manajemen komputer dan informatika ketapang,manajemen informatika,999.0,Informatics Management
universitas muhammadiyah prof dr hamka,manajemen,999.0,management
sekolah tinggi ilmu ekonomi media nusantara citra,manajemen,999.0,management
universitas hkbp nommensen pematangsiantar,pendidikan bahasa jerman,999.0,German education
universitas udayana,akuntansi,999.0,accountancy
sekolah tinggi keguruan dan ilmu pendidikan muhammadiyah kuningan,pendidikan jasmani,999.0,physical education
iain purwokerto,hukum keluarga,999.0,Family law
universitas mercu buana,ilmu komunikasi,999.0,Communication Studies
universitas katolik widya mandira kupang,ilmu komunikasi,999.0,Communication Studies
universitas brawijaya,pendidikan bahasa dan sastra indonesia,9.0,Indonesian language and literature education
sekolah tinggi keguruan dan ilmu pendidikan pgri pacitan,pendidikan bahasa inggris,999.0,English language education
sekolah tinggi ilmu administrasi tabalong,ilmu administrasi niaga,999.0,Commerce Administration Science
universitas palangka raya,pendidikan kimia,999.0,Chemical education
universitas tunas pembangunan,teknik sipil,999.0,civil Engineering
sekolah tinggi ilmu ekonomi ibbi,akuntansi,999.0,accountancy
universitas tridinanti,teknik mesin,999.0,mechanical Engineering
institut ptiq jakarta,ahwal alsyakhshiyah,999.0,Ahwal Alsyakhshiyah
universitas kristen duta wacana,teologi,999.0,theology
universitas ahmad dahlan,pendidikan bahasa dan sastra indonesia,999.0,Indonesian language and literature education
universitas swiss german,teknologi pangan,999.0,Food Technology
universitas krisnadwipayana,arsitektur,999.0,architecture
universitas katolik indonesia atma jaya,psikologi,20.0,psychology
universitas muhammadiyah maluku utara,pendidikan guru sekolah dasar,999.0,primary teacher education
universitas muhammadiyah mataram,perpustakaan,999.0,library
institut ilmu keislaman zainul hasan genggong,manajemen keuangan syariah,999.0,Islamic financial management
institut ilmu keislaman zainul hasan genggong,tadris bahasa inggris,999.0,English Tadris
politeknik negeri jakarta,pembangkit tenaga listrik,999.0,power plant
politeknik negeri madura,teknik bangunan kapal,999.0,ship building technique
universitas pendidikan ganesha,pendidikan bahasa dan sastra indonesia,999.0,Indonesian language and literature education
sekolah tinggi ilmu ekonomi dr kh ez mutaqien,akuntansi,999.0,accountancy
politeknik negeri manado,teknik mesin produksi dan perawatan,999.0,Mechanical Engineering Production and Maintenance
politeknik negeri jember,manajemen agroindustri,999.0,agro -industry management
universitas serambi mekkah,pendidikan matematika,999.0,Mathematics education
universitas sebelas maret,pendidikan bahasa jawa,13.0,Javanese language education
politeknik negeri samarinda,teknik listrik,999.0,electrical Engineering
sekolah tinggi teknologi mandala,teknik elektro,999.0,electrical Engineering
universitas informatika dan bisnis indonesia,ilmu komunikasi,999.0,Communication Studies
sekolah tinggi ilmu ekonomi cipasung,akuntansi,999.0,accountancy
universitas gajayana,teknik mesin,999.0,mechanical Engineering
politeknik darussalam,administrasi niaga,999.0,commercial administration
politeknik negeri manado,usaha perjalanan wisata,999.0,travel agent
universitas muhammadiyah palu,hukum ekonomi syariah,999.0,Islamic economic law
universitas mercu buana,psikologi,999.0,psychology
universitas dayanu ikhsanuddin,akuntansi,999.0,accountancy
institut teknologi sepuluh nopember,desain interior,6.0,Interior design
universitas soerjo,manajemen,999.0,management
universitas tridinanti,teknik industri,999.0,industrial Engineering
universitas padjadjaran,manajemen produksi media,7.0,Medium production management
politeknik negeri jember,produksi ternak,999.0,livestock production
stia bala putra dewa,ilmu administrasi negara,999.0,State Administration Science
universitas syiah kuala,teknologi hasil pertanian,23.0,Agricultural Product Technology
universitas lambung mangkurat,manajemen,999.0,management
universitas mulawarman,teknik informatika,999.0,Informatics Engineering
universitas muhammadiyah kalimantan timur,pendidikan olah raga,999.0,sports education
universitas gadjah mada,manajemen dan kebijakan publik,2.0,management and public policy
politeknik pos indonesia,akuntansi,999.0,accountancy
universitas pgri adi buana,pendidikan seni rupa,999.0,Fine Arts Education
universitas malahayati,teknik lingkungan,999.0,environmental Engineering
akademi televisi indonesia,komunikasi massa,999.0,mass communication
universitas muhammadiyah gresik,akuntansi,999.0,accountancy
universitas 17 agustus 1945 banyuwangi,teknik sipil,999.0,civil Engineering
universitas pendidikan indonesia,manajemen industri katering,17.0,Catering Industry Management
universitas prof dr moestopo,ilmu hubungan internasional,999.0,International Relations
universitas azzahra,psikologi,999.0,psychology
sekolah tinggi ilmu ekonomi ibbi,manajemen,999.0,management
universitas negeri semarang,ekonomi pembangunan,999.0,economic development
institut agama islam tribakti kediri,komunikasi dan penyiaran islam,999.0,Islam communication and broadcasting
sekolah tinggi teologi bethel indonesia,pendidikan agama kristen,999.0,Christian Religious Education
universitas widya gama,teknologi hasil pertanian,999.0,Agricultural Product Technology
sekolah tinggi ilmu ekonomi muhammadiyah tanjung redeb,manajemen,999.0,management
universitas islam indragiri,manajemen,999.0,management
institut agama islam negeri salatiga,pendidikan bahasa inggris,999.0,English language education
universitas janabadra,akuntansi,999.0,accountancy
akademi manajemen informatika dan komputer selat panjang,teknik komputer,999.0,computer Engineering
universitas diponegoro,manajemen perusahaan,8.0,company management
politeknik tedc,mekanik industri dan desain,999.0,Industrial and Design Mechanics
universitas lampung,teknik mesin,999.0,mechanical Engineering
politeknik negeri lhokseumawe,teknologi konstruksi bangunan gedung,999.0,building construction technology
politeknik negeri lhokseumawe,teknologi listrik,999.0,Electrical Technology
universitas muhammadiyah malang,perbankan dan keuangan,999.0,banking and finance
stkip tunas palapa,pendidikan bahasa dan sastra indonesia,999.0,Indonesian language and literature education
politeknik elbajo commodus,ekowisata,999.0,ecotourism
universitas ivet,teknik permesinan kapal,999.0,Ship Machinery Techniques
universitas muhammadiyah jakarta,hukum keluarga islam,999.0,Islamic family law
stai ahsanta jambi,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
universitas narotama,pendidikan guru pendidikan anak usia dini,999.0,Teacher Education Early Childhood Education
stkip muhammadiyah muara bungo,pendidikan guru sekolah dasar,999.0,primary teacher education
sekolah tinggi penerbangan indonesia curug,teknik listrik bandara,999.0,Airport Electrical Engineering
stmik budi darma,manajemen informatika,999.0,Informatics Management
universitas muhammadiyah riau,perbankan syariah,999.0,Shariah banking
politeknik negeri sriwijaya,teknik elektronika,999.0,Teknik Elektronika
universitas katolik santo thomas,pendidikan matematika,999.0,Mathematics education
universitas muhammadiyah banjarmasin,teknik sipil,999.0,civil Engineering
universitas panca bhakti,agroteknologi,999.0,agrotechnology
politeknik manufaktur astra,mekatronika,999.0,Mechatronics
sekolah tinggi pariwisata ampta yogyakarta,pariwisata,999.0,tourist
stkip taman siswa bima,pendidikan jasmani,999.0,physical education
universitas jambi,sastra indonesia,999.0,Indonesian Literature
universitas jambi,ilmu sejarah,999.0,History
universitas pendidikan ganesha,bahasa inggris,999.0,English
universitas islam nahdlatul ulama jepara,hukum keluarga islam,999.0,Islamic family law
universitas wanita internasional,ilmu komunikasi,999.0,Communication Studies
universitas pendidikan ganesha,pendidikan teknik informatika,999.0,Informatics Engineering Education
sekolah tinggi ilmu ekonomi ykp,akuntansi,999.0,accountancy
universitas indonesia timur,manajemen,999.0,management
universitas indonesia timur,akuntansi,999.0,accountancy
universitas negeri medan,pendidikan teknik elektro,999.0,Electrical Engineering Education
universitas negeri surabaya,administrasi negara,999.0,state Administration
universitas islam sumatera utara,teknik informatika,999.0,Informatics Engineering
universitas dehasen bengkulu,pendidikan jasmani,999.0,physical education
universitas singaperbangsa karawang,pendidikan bahasa dan sastra indonesia,999.0,Indonesian language and literature education
universitas bengkulu,teknologi industri pertanian,999.0,Agricultural Industrial Technology
stmik handayani makassar,teknik informatika,999.0,Informatics Engineering
universitas pattimura,ilmu administrasi negara,999.0,State Administration Science
universitas halu oleo,bimbingan dan konseling,999.0,guidance and counseling
institut pendidikan tapanuli selatan,pendidikan fisika,999.0,Physics Education
sekolah tinggi ilmu ekonomi aka,manajemen,999.0,management
universitas negeri medan,pendidikan bisnis,999.0,Business education
universitas airlangga,sistem informasi,4.0,information Systems
universitas islam madura,agroteknologi,999.0,agrotechnology
universitas samawa,pendidikan ekonomi,999.0,Economic Education
stmik nusa mandiri jakarta,sistem informasi,999.0,information Systems
universitas duta bangsa surakarta,manajemen informatika,999.0,Informatics Management
universitas flores,teknik sipil,999.0,civil Engineering
universitas ahmad dahlan,ilmu komunikasi,999.0,Communication Studies
politeknik industri logam morowali,teknik perawatan mesin,999.0,machine maintenance techniques
universitas diponegoro,perpajakan,8.0,taxation
universitas diponegoro,akuntansi,8.0,accountancy
institut teknologi bandung,teknik informatika,3.0,Informatics Engineering
institut teknologi bandung,sistem dan teknologi informasi,3.0,information systems and technology
universitas trinita,manajemen informatika,999.0,Informatics Management
sekolah tinggi pariwisata bali internasional,manajemen perhotelan,999.0,Hospitality management
universitas jambi,pemanfaatan sumberdaya perikanan,999.0,utilization of fisheries resources
universitas singaperbangsa karawang,pendidikan islam anak usia dini,999.0,Early Childhood Islamic Education
universitas mulawarman,manajemen,999.0,management
universitas pendidikan ganesha,pendidikan bahasa inggris,999.0,English language education
politeknik harapan bersama,teknik informatika,999.0,Informatics Engineering
universitas negeri medan,teknik sipil,999.0,civil Engineering
universitas batanghari jambi,pendidikan bahasa dan sastra indonesia,999.0,Indonesian language and literature education
sekolah tinggi pertanian kutai timur,agroteknologi,999.0,agrotechnology
universitas indonesia timur,ilmu komunikasi,999.0,Communication Studies
universitas buana perjuangan karawang,psikologi,999.0,psychology
universitas islam kalimantan muhammad arsyad al banjari banjarmasin,teknik sipil,999.0,civil Engineering
universitas w r supratman,teknik industri,999.0,industrial Engineering
universitas suryakancana,agribisnis,999.0,agribusiness
universitas bina darma,teknik industri,999.0,industrial Engineering
stkip setiabudhi,pendidikan guru sekolah dasar,999.0,primary teacher education
akademi maritim belawan,nautika,999.0,nautical
universitas lambung mangkurat,teknologi industri pertanian,999.0,Agricultural Industrial Technology
universitas pendidikan ganesha,perpustakaan,999.0,library
universitas maritim raja ali haji,ilmu hukum,999.0,Legal studies
universitas mulawarman,ilmu hubungan internasional,999.0,International Relations
universitas sam ratulangi,teknik mesin,999.0,mechanical Engineering
universitas dehasen bengkulu,pendidikan guru pendidikan anak usia dini,999.0,Teacher Education Early Childhood Education
universitas negeri manado,teknik sipil,999.0,civil Engineering
stmik bina patria,manajemen informatika,999.0,Informatics Management
politeknik negeri bengkalis,teknik perancangan jalan dan jembatan,999.0,Road and Bridge Design Techniques
universitas megarezky,pendidikan bahasa inggris,999.0,English language education
universitas nusa cendana,ekonomi pembangunan,999.0,economic development
universitas lakidende unahaa,ilmu hukum,999.0,Legal studies
universitas pradita,desain interior,999.0,Interior design
universitas pradita,pariwisata,999.0,tourist
institut bisnis muhammadiyah bekasi,akuntansi,999.0,accountancy
institut pertanian malang,agribisnis,999.0,agribusiness
universitas bung hatta,manajemen,999.0,management
politeknik anika,akuntansi,999.0,accountancy
universitas dr soetomo,pendidikan bahasa dan sastra indonesia,999.0,Indonesian language and literature education
stai ahsanta jambi,pendidikan islam anak usia dini,999.0,Early Childhood Islamic Education
iain bengkulu,aqidah dan filsafat islam,999.0,Aqeedah and Islamic Philosophy
stiki malang,sistem informasi,999.0,information Systems
universitas muhammadiyah cirebon,pendidikan ilmu pengetahuan alam,999.0,NATURAL SCIENCE EDUCATION
universitas negeri manado,manajemen pemasaran,999.0,marketing Management
universitas pendidikan indonesia,pgpaud kampus purwakarta,17.0,PGPAUD Purwakarta Campus
universitas pattimura,teknik mesin,999.0,mechanical Engineering
universitas pattimura,teknik sistem perkapalan,999.0,Shipping System Engineering
universitas pgri wiranegara,pendidikan pancasila dan kewarganegaraan,999.0,Pancasila and civic education
universitas jambi,pendidikan pancasila dan kewarganegaraan,999.0,Pancasila and civic education
akademi pariwisata patria indonesia,perhotelan,999.0,hospitality
universitas subang,sistem informasi,999.0,information Systems
universitas peradaban,akuntansi,999.0,accountancy
universitas muhammadiyah makassar,hukum keluarga,999.0,Family law
universitas halu oleo,ilmu kesejahteraan sosial,999.0,social welfare science
universitas indonesia,administrasi perkantoran,1.0,office administration
universitas darma agung,pendidikan fisika,999.0,Physics Education
universitas pendidikan ganesha,pendidikan fisika,999.0,Physics Education
universitas jambi,ilmu pemerintahan,999.0,public administration
universitas muhammadiyah riau,pendidikan informatika,999.0,Informatics Education
stkip pgri tulungagung,pendidikan teknologi informasi,999.0,Information Technology Education
universitas widyatama,teknik industri,999.0,industrial Engineering
universitas kristen indonesia maluku,ilmu komunikasi,999.0,Communication Studies
universitas majalengka,pendidikan matematika,999.0,Mathematics education
universitas pgri adi buana,pendidikan khusus,999.0,special education
universitas kristen satya wacana,pendidikan jasmani,999.0,physical education
universitas negeri gorontalo,pendidikan guru sekolah dasar,999.0,primary teacher education
sekolah tinggi filsafat jaffray makassar,ilmu filsafat,999.0,Philosophy
universitas wijaya putra,ilmu hukum,999.0,Legal studies
universitas islam darul ulum,arsitektur,999.0,architecture
universitas muslim indonesia,komunikasi dan penyiaran islam,999.0,Islam communication and broadcasting
politeknik negeri sriwijaya,usaha perjalanan wisata,999.0,travel agent
universitas samudra,pendidikan kimia,999.0,Chemical education
sekolah tinggi ilmu ekonomi dharma putra pekanbaru,manajemen,999.0,management
universitas hkbp nommensen pematangsiantar,pendidikan bahasa indonesia,999.0,Indonesian Language Education
politeknik negeri jakarta,usaha jasa konvensi,999.0,Convention Services Business
politeknik negeri ambon,teknik listrik,999.0,electrical Engineering
universitas palangka raya,pendidikan jasmani,999.0,physical education
institut agama islam negeri pekalongan,perbankan syariah,999.0,Shariah banking
universitas tadulako,teknik sipil,999.0,civil Engineering
sekolah tinggi ilmu pertanian amuntai,agroteknologi,999.0,agrotechnology
universitas garut,pariwisata,999.0,tourist
universitas islam kuantan singingi,ilmu hukum,999.0,Legal studies
universitas gadjah mada,teknologi rekayasa internet,2.0,Internet engineering technology
universitas sriwijaya,bimbingan dan konseling,999.0,guidance and counseling
universitas informatika dan bisnis indonesia,manajemen,999.0,management
politeknik negeri nusa utara,teknologi pengolahan hasil laut,999.0,Sea Product Processing Technology
universitas sriwijaya,psikologi,999.0,psychology
universitas darma persada,bahasa mandarin dan kebudayaan tiongkok,999.0,Mandarin and Chinese Culture
sekolah tinggi ekonomi islam tazkia,tadris ips,999.0,Tadris IP
universitas jenderal soedirman,hukum,999.0,law
institut pertanian stiper,kehutanan,999.0,forestry
universitas islam riau,administrasi bisnis,999.0,business Administration
akademi komunikasi media radio dan televisi jakarta,hubungan masyarakat,999.0,public relations
universitas atma jaya makassar,teknik mesin,999.0,mechanical Engineering
universitas islam negeri sultan maulana hasanuddin banten,ilmu al quran dan tafsir,999.0,Quranic science and interpretation
stmik ibbi,teknik informatika,999.0,Informatics Engineering
akademi manajemen administrasi yogyakarta,manajemen,999.0,management
universitas islam zainul hasan genggong probolinggo,tadris bahasa indonesia,999.0,Indonesian Tadris
universitas islam zainul hasan genggong probolinggo,tadris matematika,999.0,Tadris Mathematics
sekolah tinggi ilmu ekonomi surya nusantara,akuntansi,999.0,accountancy
institut seni indonesia padang panjang,seni teater,999.0,so far the theater
universitas lampung,teknik elektro,999.0,electrical Engineering
universitas warmadewa,agroteknologi,999.0,agrotechnology
universitas madako tolitoli,ilmu administrasi negara,999.0,State Administration Science
universitas nusa cendana,pendidikan jasmani,999.0,physical education
sekolah tinggi teknologi industri padang,teknik pertambangan,999.0,mining Engineering
universitas jambi,teknologi industri pertanian,999.0,Agricultural Industrial Technology
universitas pamulang,sastra inggris,999.0,English literature
universitas jenderal achmad yani,teknik industri,999.0,industrial Engineering
universitas wahid hasyim,hukum ekonomi syariah,999.0,Islamic economic law
universitas islam negeri alauddin,teknik arsitektur,999.0,architectural Engineering
universitas sangga buana,keuangan dan perbankan,999.0,finance and banking
universitas negeri semarang,psikologi,999.0,psychology
politeknik negeri medan,usaha jasa konvensi,999.0,Convention Services Business
stit iqra kapuas hulu,pendidikan agama islam,999.0,Islamic Religious Education
universitas nahdlatul ulama indonesia,ilmu hukum,999.0,Legal studies
stkip pembangunan indonesia,pendidikan ekonomi,999.0,Economic Education
universitas buana perjuangan karawang,akuntansi,999.0,accountancy
universitas buana perjuangan karawang,pendidikan guru sekolah dasar,999.0,primary teacher education
universitas tjut nyak dhien,ekonomi pembangunan,999.0,economic development
universitas 17 agustus 1945 semarang,manajemen,999.0,management
politeknik negeri jakarta,manajemen pemasaran untuk warga negara berkebutuhan khusus,999.0,marketing management for citizens with special needs
stkip pgri lamongan,pendidikan pancasila dan kewarganegaraan,999.0,Pancasila and civic education
stkip rokania,pendidikan guru sekolah dasar,999.0,primary teacher education
politeknik negeri jember,produksi tanaman perkebunan,999.0,plantation crop production
universitas negeri medan,pendidikan guru pendidikan anak usia dini,999.0,Teacher Education Early Childhood Education
stkip al hikmah surabaya,pendidikan bahasa inggris,999.0,English language education
universitas negeri medan,pendidikan guru sekolah dasar,999.0,primary teacher education
stkip muhammadiyah muara bungo,pendidikan,999.0,education
politeknik negeri sriwijaya,teknik elektro,999.0,electrical Engineering
universitas muslim indonesia,hukum keluarga,999.0,Family law
politeknik negeri sriwijaya,teknik kimia,999.0,chemical Engineering
politeknik negeri bali,perhotelan,999.0,hospitality
universitas megarezky,pendidikan jasmani,999.0,physical education
universitas megarezky,pendidikan guru sekolah dasar,999.0,primary teacher education
universitas negeri medan,bimbingan konseling,999.0,counseling guidance
universitas pendidikan ganesha,bimbingan dan konseling,999.0,guidance and counseling
stkip bina insan mandiri,pendidikan guru sekolah dasar,999.0,primary teacher education
universitas riau,sistem informasi,999.0,information Systems
stkip nias selatan,pendidikan pancasila dan kewarganegaraan,999.0,Pancasila and civic education
universitas sahid surakarta,psikologi,999.0,psychology
institut pendidikan tapanuli selatan,pendidikan sejarah,999.0,Historical Education
universitas singaperbangsa karawang,teknik elektro,999.0,electrical Engineering
universitas nusa cendana,pendidikan geografi,999.0,Geographical Education
universitas islam nusantara,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
universitas widya dharma,teknik sipil,999.0,civil Engineering
universitas negeri manado,pendidikan ips,999.0,IP education
politeknik negeri samarinda,teknik listrik,999.0,electrical Engineering
universitas hindu indonesia,pendidikan seni karawitan keagamaan hindu,999.0,Hindu Religious Karawitan Art Education
stmik primakara,teknik informatika,999.0,Informatics Engineering
universitas sebelas maret,demografi dan pencatatan sipil,13.0,Demographics and Civil Registration
universitas syiah kuala,teknik geologi,23.0,Technique Geology
universitas multimedia nusantara,informatika,999.0,Informatics
universitas negeri jakarta,pendidikan fisika,999.0,Physics Education
universitas subang,ilmu administrasi negara,999.0,State Administration Science
sekolah tinggi teknik wiworotomo,teknik mesin,999.0,mechanical Engineering
universitas samudra,teknik industri,999.0,industrial Engineering
sekolah tinggi pariwisata triatma jaya,pariwisata,999.0,tourist
universitas islam madura,pendidikan guru pendidikan anak usia dini,999.0,Teacher Education Early Childhood Education
universitas muhammadiyah sumatera barat,teknik elektro,999.0,electrical Engineering
universitas negeri semarang,pendidikan bahasa jepang,999.0,Japanese language education
universitas muhammadiyah gresik,pendidikan islam anak usia dini,999.0,Early Childhood Islamic Education
stai yayasan nurul islam muara bungo,pendidikan guru madrasah ibtidaiyah,999.0,Madrasah Ibtidaiyah Teacher Education
universitas sains alqur an,pendidikan bahasa arab,999.0,Arabic education
sekolah tinggi ilmu syariah ummul ayman pidie jaya,hukum keluarga,999.0,Family law
universitas teknologi yogyakarta,sistem komputer,999.0,computer system
universitas muhammadiyah sukabumi,pendidikan teknologi informasi,999.0,Information Technology Education
universitas maritim raja ali haji,pendidikan kimia,999.0,Chemical education
universitas sam ratulangi,teknologi pangan,999.0,Food Technology
stkip suar bangli,pendidikan guru sekolah dasar,999.0,primary teacher education
universitas andi djemma palopo,ekonomi pembangunan,999.0,economic development
institut ilmu kesehatan bhakti wiyata kediri,biologi,999.0,biology
universitas azzahra,teknik sipil,999.0,civil Engineering
universitas mochammad sroedji,teknik sipil,999.0,civil Engineering
sekolah tinggi teknologi banten,teknik industri,999.0,industrial Engineering
universitas gajayana,psikologi,999.0,psychology
politeknik pembangunan pertanian manokwari,penyuluhan pertanian berkelanjutan,999.0,Sustainable Agricultural Counseling
sekolah tinggi ilmu ekonomi eka prasetya,akuntansi,999.0,accountancy
stai alfithrah surabaya,ilmu alquran dan tafsir,999.0,Quranic science and interpretation
stkip nias selatan,pendidikan bahasa inggris,999.0,English language education
universitas madako tolitoli,ilmu pemerintahan,999.0,public administration
universitas madako tolitoli,manajemen,999.0,management
stmik jabar,sistem informasi,999.0,information Systems
universitas palembang,teknik sipil,999.0,civil Engineering
universitas borobudur,agroteknologi,999.0,agrotechnology
universitas kristen indonesia toraja,teologi,999.0,theology
universitas tjut nyak dhien,manajemen,999.0,management
universitas pandanaran,manajemen,999.0,management
universitas panca bhakti,ilmu hukum,999.0,Legal studies
universitas malikussaleh,pendidikan kimia,999.0,Chemical education
universitas katolik soegijapranata,perpajakan,999.0,taxation
universitas siliwangi,ekonomi pembangunan,999.0,economic development
politeknik negeri jember,teknik produksi benih,999.0,seed production techniques
stmik time,sistem informasi,999.0,information Systems
politeknik negeri banjarmasin,akuntansi,999.0,accountancy
universitas bina insan,informatika,999.0,Informatics
universitas singaperbangsa karawang,manajemen pendidikan islam,999.0,Management of Islamic Education
universitas prof dr hazairin sh,hukum,999.0,law
universitas katolik santo thomas,pendidikan guru sekolah dasar,999.0,primary teacher education
iain ambon,pendidikan matematika,999.0,Mathematics education
politeknik negeri media kreatif,desain grafis,999.0,graphic design
universitas ivet,teknik bangunan kapal,999.0,ship building technique
stie bumi persada lhokseumawe,manajemen,999.0,management
universitas katolik santo thomas,teknik sipil,999.0,civil Engineering
stkip nias selatan,pendidikan bahasa dan sastra indonesia,999.0,Indonesian language and literature education
universitas tadulako,akuntansi,999.0,accountancy
universitas internasional batam,pariwisata,999.0,tourist
stai nahdlatul ulama,manajemen pendidikan islam,999.0,Management of Islamic Education
universitas megarezky,pendidikan sosiologi,999.0,Sociology Education
universitas halu oleo,sastra inggris,999.0,English literature
